,NOME,ENDEREÇO,N° QUARTOS,ÁREA (m²),CONDOMINIO,VAGAS,VALOR
1099,KITNET EM MIRASSOL,Capim Macio,1.0,0,0,0,0
1100,Aluguel Flat Ponta Negra,Ponta Negra,1.0,36,0,1,1500
1101,Apto Em Ponta Negra mobília,Ponta Negra,1.0,95,50,1,1100
1102,Apto 2/4 sendo 1 suite 2 vaga coberta Lagoa Nova,Lagoa Nova,2.0,56,480,1,1240
1103,Vende e alugo flat residencial Petrópolis ,Redinha,1.0,36,440,1,0
1104,"Apartamento à venda com 2 dormitórios em Rocas, Natal cod:817834",Rocas,2.0,57,348,1,230000
1105,Excelente apartamento ao Lado do supermercado Nordestão (Capim Macio),Capim Macio,2.0,50,0,1,1100
1106,Plano 100 da Rui Barbosa,Lagoa Nova,3.0,70,0,2,1800
1107,Apto de 117 M2 no Lacqua Condominium Club,Neópolis,4.0,117,654,3,2000
1108,Mobiliado top em Ponta Negra .,Ponta Negra,2.0,59,0,1,2100
1109,Aluguel Vita Residencial Clube,Pitimbu,2.0,55,0,1,1600
1110,Aluguel,Pajuçara,2.0,0,0,1,0
1111,Alugo cobertura in mare bali,Lagoa Nova,2.0,115,0,2,0
1112,Lm=AP2090 Apartamento,Lagoa Nova,2.0,56,0,1,1399
1113,Lm+AP2081 Apartamento,Pitimbu,2.0,55,0,1,700
1114,Kitnets perto do Natal Shopping,Candelária,1.0,11,0,0,400
1115,Lm+AP0360 Apartamento,Ponta Negra,2.0,58,0,1,750
1116,Lm-AP2028 Apartamento,Capim Macio,3.0,63,0,1,1500
1117,Apartamento mobiliado 2/4 no Estrela do Atlantico 24 andar,Ponta Negra,2.0,0,0,2,2100
1118,Lm=AP2019 Apartamento Residencial / Petrópolis,Lagoa Nova,2.0,56,0,1,1900
1119,LmAP1966 Apartamento 3 quartos ao lado do Midwey / Tirol,Tirol,3.0,78,0,1,1199
1120,Lindo apartamento mobiliado,Ponta Negra,1.0,0,0,1,1800
1121,Alugo apartamento perto da Unp da Roberto Freire,Capim Macio,1.0,40,0,0,650
1122,Flats,Capim Macio,1.0,41,1,1,1
1123,Aluga-se apartamento mobiliado no Atlantis plaza - capim macio,Capim Macio,2.0,0,0,1,2100
1124,"Apartamento para locação 100% mobiliado, 3 quartos no Condominio Portamaris em Ponta Negra",Ponta Negra,3.0,79,0,2,3800
1125,"Locação no sunset da capuche r$ 1.300,00",Ponta Negra,2.0,57,1,3,1300
1126,Excelente Apto 2/4 sendo 1 suite 2 vaga coberta livre,Lagoa Nova,1.0,56,390,2,1100
1127,Apartamento Mobiliado em Ponta Negra,Ponta Negra,2.0,56,0,2,2500
1128,Alugo lindo apto no Estrela do Atlântico com 2/4,Ponta Negra,2.0,0,0,0,1600
1129,Alugo Apartamento Sun Golden,Ponta Negra,2.0,55,0,1,1200
1130,Excelente apartamento no Parque Cidade Jardim,Capim Macio,3.0,92,348,2,2200
1131,Apartamento 3/4 na Ribeira,Ribeira,3.0,75,0,2,1800
1132,Aluguel de Flets ,Praia do Meio,1.0,40,0,0,1300
1133,Apartamento para locação no Bellagio em Lagoa Nova,Lagoa Nova,3.0,90,550,2,1800
1134,"Apartamento projetado e mobiliado c/ varanda, no condomínio clube Vita, 2/4",Pitimbu,2.0,50,0,1,1550
1135,Apartamento em Lagoa Nova,Dix-Sept Rosado,2.0,0,0,0,900
1136,Capim Macio Residence,Capim Macio,2.0,56,0,1,1580
1137,Locação - Apartamento 3/4 - Ponta Negra,Ponta Negra,3.0,96,0,2,2400
1138,Apartamento para alugar no Tirol / Natal,Tirol,4.0,350,2,4,6000
1139,Alugo apartamento no Condomínio porto milano 2/4 suite R$ 9000,Neópolis,2.0,58,0,1,900
1140,"Apartamento para Locação em Natal, Barro Vermelho, 3 dormitórios, 1 suíte, 2 banheiros, 2 ",Barro Vermelho,3.0,98,0,2,2500
1141,"Lindo apartamento Maria Bernadete, muito bem localizado em Capim Macio",Capim Macio,3.0,78,0,2,1870
1142,"Aludo apartamento com 3 quartos em Capim Macio, Remax Gama",Capim Macio,3.0,75,0,2,1600
1143,"Luxor Ponta Negra, mobiliado, 2/4 sendo 1 suite",Ponta Negra,2.0,56,0,1,2400
1144,Apartamento em Ponta Negra,Ponta Negra,2.0,55,0,1,2000
1145,Apartamento no Tirol - 55 m2,Tirol,2.0,55,0,1,2000
1146,Kitnet,Planalto,1.0,28,0,0,350
1147,Apartamento para locação no Central Park Mobiliado e projetado,Capim Macio,2.0,67,280,1,2100
1148,Aluga se ótimo apto em Ponta negra 1.350. Já com iptu e condomínio incluso ,Ponta Negra,2.0,57,0,1,1350
1149,Apartamento condomínio plaza,Neópolis,2.0,0,0,1,1000
1150,Corais do atlantico 115mt 3/4 1 suíte R$ 2.800.00 - Ponta Negra,Ponta Negra,3.0,115,0,2,2800
1151,Apartamento em Tirol tipo loft mobiliado,Tirol,2.0,69,0,1,2700
1152,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:32",Alecrim,1.0,45,60,0,480
1153,Apartamento no Sun Golden em Ponta Negra,Ponta Negra,2.0,55,0,1,1100
1154,"LDAP2070 Apartamento 100% mobiliado, em Ponta Negra.",Ponta Negra,1.0,45,1,1,1300
1155,Alugo Apartamento 01 e 02 quartos,Alecrim,2.0,0,0,0,450
1156,Belíssimo apartamento de 3 quartos para locação no Sports Park,Ponta Negra,3.0,108,0,2,2900
1157,LDAP2080 Aluga-se um apto semi mobiliado em Capim Macio Villagem dos Mares,Capim Macio,3.0,65,1,2,1200
1158,LDAP2086 Apartamento em Ponta Negra 2/4,Ponta Negra,2.0,55,0,1,1200
1159,LDAP2088 Apartamento com 03 dormitórios em Capim Macio,Capim Macio,3.0,117,0,1,1500
1160,LDAP2084 Alugo apartamento com 123 m² sendo 3/4 todos com suíte,Candelária,3.0,123,1,1,2800
1161,Apto Em Lagoa Nova 3/4 sendo 1 suite,Lagoa Nova,3.0,100,800,2,1500
1162,Apart. 2 Quartos Próximo ao Midway,Lagoa Nova,2.0,60,1,1,1500
1163,"Apartamento para Locação, Mobiliado, 2 quartos, em Neopolis, Natal-RN",Neópolis,2.0,67,0,1,2300
1164,Locação no Green Tower com todas as Taxas inclusas,Lagoa Nova,3.0,101,475,2,2100
1165,Apartamento no sun rise para aluguel,Ponta Negra,3.0,84,0,2,0
1166,"Excelente casa (pintada e reformada, em perfeita condições), para ponto comercial.",Lagoa Nova,1.0,360,0,3,2500
1167,Um belíssimo apartamento no Condomínio Ponta Negra Tower !!,Ponta Negra,2.0,65,0,2,1800
1168,Kitnet,Cidade da Esperança,1.0,35,0,0,350
1169,Excelente apartamento cond. Vita c/ 2 quartos mobiliado e projetado 50 m²,Pitimbu,2.0,50,0,1,1550
1170,Apartamentos mobiliados para alugar,Lagoa Nova,1.0,35,0,1,900
1171,"Excelente Apartamento em Capim macio 3/4 , Andar alto, lado sombra",Capim Macio,3.0,78,0,2,1850
1172,Alugo apartamento em s g do amarante,Pajuçara,2.0,0,0,4,380
1173,Apartamento em Lagoa Nova (prox. as Avs Amintas Barros e Salgado Filho),Lagoa Nova,3.0,150,510,2,900
1174,Apartamento East Park,Pajuçara,2.0,52,0,1,680
1175,"Serra do Cabugi I, 2/4 ,1 wc R$ 1000,00- Capim Macio",Capim Macio,2.0,60,0,1,1000
1176,"Apartamento para Locação em Natal, Ponta Negra, 2 dormitórios, 1 banheiro, 1 vaga",Capim Macio,2.0,55,0,1,1700
1177,Kitchenette em Potilândia,Lagoa Nova,1.0,40,0,0,700
1178,RESIDENCIAL CANTERA,Lagoa Nova,2.0,0,390,0,1200
1179,Apto 3/4 vista mar em ponta negra,Ponta Negra,3.0,140,1,2,4000
1180,"Kit tipo flat, mobiliada, despesas no aluguel, contrato a partir 3 meses",Neópolis,1.0,40,0,1,700
1181,"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:3919",Lagoa Nova,1.0,66,540,1,600
1182,Apto no Panatis II,Potengi,1.0,0,0,0,450
1183,"Apartamento de 01 quarto, mobiliado, bem próximo à UFRN e ao Via Direta",Capim Macio,1.0,25,0,1,900
1184,Alugo um apartamento  ,Quintas,2.0,20,600,1,600
1185,Apartamento 3 quartos sendo 1 suíte,Barro Vermelho,3.0,102,545,3,3500
1186,"Residencial Sun Rise - Apto 3/4 com suíte de 84 m², mobília, andar alto, 2 vagas por 2.000",Ponta Negra,3.0,84,0,2,2000
1187,"Corais do Alto da Candelária - Apto 3/4 com suíte de 101 m², dependência, 2 vagas de 2.250",Candelária,3.0,101,0,2,2250
1188,Alugo apartamento em Natal,Pajuçara,2.0,0,0,1,800
1189,Alugo kitnet nas rocas ,Praia do Meio,1.0,0,0,0,250
1190,"Apartamento para Locação em Natal, Dix-Sept Rosado, 3 dormitórios, 1 suíte, 2 banheiros, 1",Dix-Sept Rosado,3.0,98,0,1,950
1191,"Apartamento para alugar, 58 m² por R$ 1.400,00/mês - Cidade da Esperança - Natal/RN",Cidade da Esperança,2.0,58,0,1,1400
1192,"Tudo incluso_condomínio, iptu, água, tv a cabo e internet._ótimo custo beneficio",Ponta Negra,1.0,42,0,1,1300
1193,Apartamento - 1 súite_ Ponta negra_ 1º andar - Mobilia de qualidade,Ponta Negra,1.0,54,0,1,1750
1194,"Apartamento com 3 dormitórios para alugar, 97 m² por R$ 2.300,00/mês - Lagoa Nova - Natal/",Lagoa Nova,3.0,97,0,2,2300
1195,Apartamento de 2 quartos com suíte no condominío thisaliah,Planalto,2.0,61,0,1,850
1196,Praia Calma em Ponta Negra 2/4 Mobiliado com Wi-fi,Ponta Negra,2.0,0,0,1,2900
1197,Spazzio Senna andar intermediário.,Alecrim,2.0,56,365,1,1350
1198,More bem more em ponta negra !! ,Ponta Negra,2.0,0,0,1,2100
1199,Apartamento mobiliado 2/4 no Estrela do Atlantico 24 andar,Ponta Negra,2.0,0,0,0,2100
1200,Vitta Residencial; móveis projetados; 3/4; 89m²; 2 vagas; às margens da BR 101,Pitimbu,3.0,89,0,2,395000
1201,Kit Net,Lagoa Nova,1.0,18,0,0,380
1202, Alugo Kit net mobiliado,Ponta Negra,1.0,0,0,1,650
1203,Verano Ponta Negra,Ponta Negra,2.0,55,0,1,1500
1204,Apartamento 2 quartos em cidade satélite,Pitimbu,2.0,54,0,1,1100
1205,APARTAMENTO CAPIM MACIO,Capim Macio,3.0,0,160,1,500
1206,Candelária Apartamento 3/4 Sendo 1 Suít 1 Vaga Garag Próximo Natal Shopping,Candelária,3.0,95,0,1,1300
1207,Excelente Apto para locação em Candelária,Candelária,2.0,69,0,1,1600
1208,ELEGANCE PONTA NEGRA,Ponta Negra,1.0,0,0,0,3000
1209,"Alugou um apartamento sem mobilia, em Ponta negra",Ponta Negra,2.0,56,420,1,1700
1210,"Apartamento para alugar com 4 dormitórios em Capim macio, Natal cod:LA-11423",Capim Macio,4.0,0,0,2,2800
1211,"Apartamento em candelária com 2\4 próximo da av. Jaguarari, relativamento próximo do fórum",Candelária,2.0,60,0,2,1200
1212,Potengi Flat!,Petrópolis,1.0,60,0,1,2000
1213,Belíssimo No Coração de Natal 3/4 sendo 1 suite 2 vaga coberta,Petrópolis,3.0,140,800,2,2700
1214,Apartamento reformado em tirol mobiliado 3\4 ao lado da Casa de Saúde São Lucas,Tirol,3.0,135,0,1,3400
1215,"Apartamento com 3 dormitórios para alugar, 100 m² por R$ 1.500,00/mês - Petrópolis - Natal",Petrópolis,3.0,100,650,1,1500
1216,"Excelente apartamento em Tirol com três quartos sento um suíte por R$ 2.500,00",Tirol,3.0,90,0,2,2500
1217,"Apartamento com 2 dormitórios para alugar, 54 m² por R$ 800,00/mês - Lagoa Nova - Natal/RN",Lagoa Nova,2.0,54,410,1,800
1218,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.150,00/mês - Candelária - Natal/",Candelária,2.0,56,350,0,1150
1219,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.100/mês - Candelária - Natal/RN",Candelária,2.0,56,350,1,1100
1220,"Apartamento com 3 dormitórios para alugar, 190 m² por R$ 2.000/mês - Tirol - Natal/RN",Tirol,3.0,190,1,2,2000
1221,"Apartamento com 1 dormitório para alugar, 32 m² por R$ 850/mês - Areia Preta - Natal/RN",Areia Preta,1.0,32,550,0,850
1222,"Apartamento com 1 dormitório para alugar, 40 m² por R$ 1.300/mês - Lagoa Nova - Natal/RN",Lagoa Nova,1.0,1,0,1,1000
1223,Disponivel Locação - Estrela do Atlântico,Ponta Negra,2.0,59,0,1,2400
1224,Excelente Apartamento no Luiz de barros,Rocas,2.0,56,415,1,1050
1225,Só hoje apartamento blue ocean em ponta negra por 2 mil andar alto!!!,Ponta Negra,2.0,0,0,1,2000
1226,"aluga-se apto no condomínio residencial colina dos flamboyant's, 2/4",Capim Macio,2.0,60,0,0,800
1227,Kitnet,Capim Macio,1.0,30,650,0,650
1228,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.500,00/mês - Tirol - Natal/RN",Tirol,2.0,56,0,1,1500
1229,Excelente Apt LOCAÇÃO 02 quartos/ 01 suíte Cond. Estrela de Natal,Pitimbu,2.0,57,0,1,1200
1230,CONDOMINIO ANA TERRA,Petrópolis,3.0,0,800,0,2700
1231,Apartamento para alugar com 3 quartos 65m² por R$ 900/mês - Ponta Negra - Natal/RN,Ponta Negra,3.0,0,0,1,900
1232,Kitnet loft cidade da Esperança,Cidade da Esperança,1.0,19,0,1,400
1233,Infinity Areia Preta locação andar alto,Areia Preta,4.0,283,1,4,10000
1234,Apartamento capim macio 55 m²,Capim Macio,2.0,55,0,1,1900
1235,Apartamento no Cacao Flat totalmente mobiliado apenas a uns metros da praia,Ponta Negra,1.0,0,0,0,1900
1236,Flat 1/4 mobiliado beira mar ,Ponta Negra,1.0,48,0,1,1500
1237,Apartamento aluguel ou venda,Cidade da Esperança,2.0,55,0,1,600
1238,Apartamento Em Ponta Negra,Ponta Negra,2.0,0,0,1,1200
1239,Apartamento Bem Perto da Praia,Areia Preta,1.0,56,0,0,1700
1240,Apartamento em Capim Macio,Capim Macio,2.0,72,180,1,650
1241,Lindo Flat mobiliado Em Ponta Negra,Ponta Negra,1.0,40,0,1,1700
1242,Apartamento em Tirol codigo Ei-22668,Tirol,3.0,90,700,2,1950
1243,Apartamento em Tirol código. Ei-20739,Tirol,3.0,95,720,2,1600
1244,Apartamento em Lagoa Nova código Ei-22363,Lagoa Nova,3.0,90,0,2,2000
1245,ALUGO APARTAMENTO EM NATAL BRISA $1.450,Pitimbu,2.0,0,0,1,1450
1246,Apto Serrambi III,Capim Macio,3.0,67,200,1,900
1247,Alugo Estrela do Atlântico com 2 quartos sendo 1 suíte Semi Mobiliado,Ponta Negra,2.0,59,0,1,2200
1248,Cobertura Brisa Calma Premium Flat,Ponta Negra,4.0,165,0,1,10000
1249,Cacau Flat cobertura 3 suites Ponta Negra,Ponta Negra,3.0,0,0,0,9000
1250,"Apartamento com 3 Quartos, mobiliado em Ponta Negra 100 m²",Ponta Negra,3.0,100,0,1,3000
1251,"Apartamento Barro vermelho, cod. imóvel 8611",Barro Vermelho,2.0,56,640,2,900
1252,Alugo apartamento em Neópolis,Neópolis,1.0,35,0,0,590
1253,Apartamento em Ponta Negra - Corais do Atlântico,Ponta Negra,3.0,115,730,2,1900
1254,Apartamento vista mar por 1600!!! paradise ,Ponta Negra,1.0,0,0,1,1600
1255,Alugo apartamento em Tirol,Tirol,1.0,55,0,0,1000
1256,Apartamento Mobiliado,Ponta Negra,1.0,50,0,1,1000
1257,Kitnet no bairro de Neópolis ,Neópolis,1.0,0,0,0,700
1258,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:766686",Lagoa Nova,2.0,70,280,2,750
1259,Apartamento para locação na esquina mais charmosa do Tirol,Tirol,2.0,56,0,1,1900
1260,"Apartamento para alugar com 2 dormitórios em Petrópolis, Natal cod:8257",Petrópolis,2.0,56,0,1,1600
1261,"Apartamento Mobiliado para Locação em Natal, Ponta Negra, 3 dormitórios, 2 suítes, 4 banhe",Ponta Negra,3.0,117,0,3,3990
1262,"Apartamento com 2 dormitórios para alugar, 54 m² por R$ 1.900,00/mês - Ponta Negra - Natal",Ponta Negra,2.0,54,430,1,1900
1263,Aluguel - Apartamento em Ponta Negra -Tranquilade e qualidade de vida,Ponta Negra,3.0,96,530,2,1750
1264,Apartamento para alugar capim macio,Capim Macio,3.0,67,0,1,1300
1265,Apartamento no verano ponta negra mobiliado 2/4,Ponta Negra,2.0,56,0,1,1600
1266,Apartamento Sun Golden,Ponta Negra,2.0,58,0,1,1300
1267,Aluga apartamento em ponta negra,Ponta Negra,2.0,60,0,0,1200
1268,Apartamento em Lagoa Nova,Lagoa Nova,1.0,60,0,1,900
1269,"Kitnet em ponta negra, 1 quarto",Ponta Negra,1.0,0,0,1,400
1270,LDAP0921 Apartamento em Ponta Negra com vista para o mar e o Morro do Careca 2/4,Ponta Negra,2.0,56,1,1,2500
1271,LDAP2066 Belíssimo apartamento em Ponta Negra de 2/4,Ponta Negra,2.0,60,0,1,1200
1272,LDAP0593 Apartamento em Lagoa Nova 3/4 com 90m²,Nova Descoberta,3.0,90,0,2,3000
1273,"LDAP1773 Alugo apartamento todo reformado, ventilado, em Lagoa Nova 2/4",Lagoa Nova,2.0,74,1,2,1378
1274,LM + AP1691 Flat de luxo próximo a praia / Ponta Negra,Ponta Negra,2.0,57,0,1,2499
1275,Lm + AP1860 Apartamento com varanga goumert / Lagoa Nova,Dix-Sept Rosado,3.0,160,0,4,3999
1276,Lm+AP0067 Apartamento com e sem mobilia / Capim Macio,Ponta Negra,2.0,45,0,1,1299
1277,LM+AP0800 Apartamento mobiliado / Ponta Negra,Ponta Negra,2.0,60,0,1,1300
1278,Apartamento Alto da Ribeira Imperdível,Ribeira,2.0,58,0,1,1150
1279,"Apartamento em lagoa nova todo no porcelanato e com moveis projetados com 3\4, lagoa nova",Lagoa Nova,3.0,90,0,2,3000
1280,AP0263 Apartamento Residencial / Capim Macio,Capim Macio,1.0,36,0,1,750
1281,"Apartamento no Planalto 2/4, c/varanda, sombra e ventilado",Planalto,2.0,47,0,1,590
1282,Apartamento Pontamares - Ponta Negra,Ponta Negra,2.0,57,0,1,2000
1283,"Aluga Kitinet 800,00 zap *",Lagoa Nova,1.0,29,0,1,800
1284,Cód. 11132 - Cond. Golden Tower,Areia Preta,1.0,40,548,1,850
1285,"Dunas Tirol, perto do Shoping Midway Mall",Tirol,2.0,56,420,1,1200
1286,Estrela do Atlântico mobiliado (12° andar),Ponta Negra,2.0,59,0,1,2400
1287,Kitnet para locação em Neópolis,Neópolis,1.0,0,0,0,350
1288,Cond. Torre Imperial - próximo a cabo Telecom,Candelária,4.0,230,1,3,2000
1289,Cód. 8945 - Torre de Amintas Barros,Lagoa Nova,2.0,56,395,1,900
1290,Apartamento desocupado para alugar,Neópolis,3.0,0,150,2,1000
1291,Flat em ponta negra com taxas inclusas ,Ponta Negra,1.0,0,0,1,1600
1292,Apartamento 2/4 em Ponta Negra ? Novo e com Vista para o mar,Capim Macio,2.0,0,0,1,1400
1293,Apartamento com 1\4 em capim macio relativamente próximo da Ayrton Senna,Capim Macio,1.0,36,0,1,700
1294,Excelente Flat em Ponta Negra a poucos metros da praia de Ponta Negra,Ponta Negra,1.0,40,0,1,1700
1295,"Apartamento no bairro latino com 3\4, localizado em Candelária, ao lado do Carrefour",Candelária,3.0,80,0,1,1400
1296,Apartamento semi mobiliado com moveis de alto padrão em lagoa nova com 3\4 + escritório,Lagoa Nova,3.0,103,0,2,3525
1297,Excelente apartamento flat em ponta negra próximo o praia shopping com 1\4,Ponta Negra,1.0,30,0,0,1350
1298,Residencial Vitória ,Lagoa Seca,2.0,64,0,1,1550
1299,"Apartamento em Candelária 3\4, com localização privilegiada, ao lado do natal shopping",Candelária,3.0,100,0,2,2250
1300,Faço frete!,Neópolis,1.0,0,0,0,0
1301,LDAP0074 Excelente imóvel com vista mar no 12 andar totalmente mobiliado em ponta negra,Ponta Negra,2.0,56,1,1,2100
1302,"LDAP0048 Apto alto padrão em Areia Preta, vista definitiva para o mar,com 180m²",Areia Preta,3.0,185,1,3,4500
1303,LDAP1218 Excelente apartamento em Areia preta com 1 quarto!,Areia Preta,1.0,59,1,1,1300
1304,"LDAP2063 Excelente apto mobiliado, com móveis projetados em Ponta Negra!",Ponta Negra,2.0,56,1,1,2500
1305,LD - AP2062 Excelente apartamento em cancelaria próximo do natal shopping!,Candelária,2.0,56,0,1,1500
1306,Apartamento Lagoa Nova,Lagoa Seca,3.0,0,0,2,0
1307,"LDAP2061 Apartamento no bairro latino em Candelária, ao lado do Carrefour!",Candelária,3.0,80,1,1,1400
1308,LDAP2065 Lindo flat totalmente mobiliado em Ponta Negra,Ponta Negra,1.0,40,1,1,1700
1309,Apartamento em Ponta Negra - 79 m2,Ponta Negra,3.0,79,0,2,2300
1310,Alugo Apto de 2/4 no Natture condomínio club,Candelária,2.0,0,0,1,1800
1311,Mar del Plata Locação O Melhor do Planalto,Planalto,2.0,55,0,1,800
1312,Jardins do Alto - Afonso Pena - Tirol - Mobiliado,Petrópolis,2.0,69,0,1,2803
1313,"Alugo Kitnet Com 2 vãos com banheiro R$270,00 incluso água",Pajuçara,1.0,0,0,0,270
1314,Apartamento muito bem mobiliado - Ponta Negra!,Ponta Negra,2.0,59,0,1,2500
1315,Excelente Apartamento em Candelária 2/4 no cond. Quatro Estações,Candelária,2.0,56,0,1,1600
1316,Verano Ponta Negra - 2Qts 1Suite,Ponta Negra,2.0,55,0,1,1635
1317,Luxor - Vista MAR - 2Quartos 1Suite - em Ponta Negra,Ponta Negra,2.0,55,0,1,2505
1318,Apartamento com 185 metros em cancelaria ao lado do natal shopping com 3 suítes,Candelária,3.0,180,0,3,3800
1319,Alugo apartamento mobiliado no Residencial Estrela do Atlantico em Ponta Negra,Ponta Negra,2.0,60,0,1,2190
1320,"Excelente apartamento de 3 quartos para locação no Sports Park, Ponta Negra",Ponta Negra,3.0,108,0,2,4199
1321,Apto no Tirol 2/4 sendo uma suite- Próximo a AABB,Tirol,2.0,0,0,0,800
1322,Alugo Apartamento em Candelária,Candelária,3.0,75,162,1,660
1323,"Loft para alugar com 1 dormitórios em Ponta negra, Natal cod:998",Ponta Negra,1.0,48,0,1,1700
1324,Alugo excelente apartamento totalmente mobiliado no Cristallo,Ponta Negra,2.0,55,0,1,3000
1325,Alugo lindo flat em Ponta Negra Natal.,Ponta Negra,1.0,35,700,1,1700
1326,"Edifício Mansão Hermano Almeida - Apto 3/4 e 3 suítes de 185 m², 3 vagas por 4.200",Petrópolis,3.0,185,312,3,4200
1327,"Aluga-se Excelente apartamento, 57,00m², Inicio da Cidade Satélite, Natal(RN)",Pitimbu,2.0,57,0,1,750
1328,Aluga-se Excelente apartamento de 1 quarto,Pitimbu,1.0,30,0,0,450
1329,Alugo apartamento de 2/4 no quatro estações,Candelária,2.0,57,0,1,1550
1330,Ótimo apartamento de 3/4 para locação no natture,Candelária,3.0,79,0,3,2000
1331,Alugo apartamento de 3/4 no natture condomínio clube,Candelária,3.0,79,0,2,1900
1332,1600 incluso Condomínio,Capim Macio,3.0,180,500,3,1600
1333,Apartamento 1 quarto perto praia shopping,Ponta Negra,1.0,60,0,0,750
1334,Locação Condomínio Mar do Sul 1 - *,Capim Macio,2.0,0,0,1,1000
1335,Apartamento 03 suítes mobiliado em lagoa nova,Lagoa Nova,3.0,220,0,3,3200
1336,Disponível para locação - Avenida Engenheiro Roberto Freire,Ponta Negra,2.0,56,0,1,2200
1337,Flat em Ponta Negra para locação.,Ponta Negra,1.0,55,0,1,1800
1338,"Kitnet bem localizado com 1 dormitório para alugar, 16 m² - Nova Descoberta - Natal/RN",Nova Descoberta,1.0,16,0,0,750
1339,"Kitnet mobiliado com 1 dormitório para alugar, 16 m² - Nova Descoberta - Natal/RN",Nova Descoberta,1.0,16,0,0,900
1340,Alugo apartamento no condomínio porto Milano em Neópolis 2/4 suíte R$ 950,Neópolis,2.0,58,0,1,950
1341,"Alugo apto no Bairro Latino 80 mts 3/4 suite, R$ 1.400",Candelária,3.0,80,0,1,1400
1342,Apartamento em candelária relativamente próximo da ufrn e natal shopping,Candelária,2.0,57,0,1,1500
1343,FLAT Macarena,Ponta Negra,2.0,80,0,1,1550
1344,"Apartamento com 3 dormitórios para alugar, 96 m² por R$ 1.200,00/mês - Lagoa Nova - Natal/",Nova Descoberta,3.0,96,0,1,1200
1345,"Alugo apartamento mobiliado no Sports Park, em Ponta Negra",Ponta Negra,3.0,108,0,2,4200
1346,"Apartamento com 2/4 para alugar, 59 m² por R$ 1.300/mês - Morro Branco - Natal/RN",Tirol,2.0,59,0,1,1300
1347,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.537,00/mês - Neópolis - Natal/RN",Neópolis,2.0,56,337,1,1537
1348,Aluguel  de KITNETES: RS 550 a RS 780 mensal,Ponta Negra,1.0,35,0,1,550
1349,Alugo apartamento de 75 m2 com 3/4 em Nova Descoberta - Natal/RN,Nova Descoberta,3.0,75,0,2,950
1350,Flat Ponta Negra Mobiliado,Ponta Negra,1.0,40,0,1,2600
1351,"Alugo Kitnet, no bom pastor",Bom Pastor,1.0,32,0,1,450
1352,Alugo excelente apartamento mobiliado,Capim Macio,2.0,56,400,1,1700
1353,"Aluguel + Condomínio R$ 1.500,00 - Apartamento em Lagoa Nova - Residencial California",Lagoa Nova,2.0,50,550,0,950
1354,Apartamento 3/4 em Neópolis,Neópolis,3.0,80,150,1,750
1355,"Apartamento com 2 dormitórios para alugar, 57 m² - Barro Vermelho - Natal/RN - AP0495",Barro Vermelho,2.0,57,530,1,970
1356,"Apartamento para alugar com 2 dormitórios em Barro vermelho, Natal cod:AL-01",Barro Vermelho,2.0,0,0,0,1500
1357,"Apt. mobiliado no Ed. Studio da Praia c/ 54 m² em Ponta Negra, lazer completo",Ponta Negra,1.0,54,0,1,1750
1358,"Apto em Lagoa Nova com 3/4 Sendo 1 Suite + Dep., 80m², 02 Vagas, Andar Alto",Lagoa Nova,3.0,80,0,2,2200
1359,Portamaris mobiliado top 3/4 . andar alto,Ponta Negra,3.0,0,0,2,4000
1360,"Parque das Serras em Lagoa Nova com 3/4 sendo 1 suite perto do midway, 1 Andar",Lagoa Nova,3.0,90,0,1,1600
1361,Apto em Tirol no Vila Romana com 3/4+Dep. 110m² proximo ao midway,Tirol,3.0,110,0,1,1700
1362,Imperdível  3/4 mobiliado top em Ponta Negra ,Ponta Negra,3.0,0,0,2,4000
1363,"Apto no Milano em Lagoa nova com 3/4 sendo 1 suite, 75m², 8° Andar",Lagoa Nova,3.0,75,0,1,1700
1364,"Apto em Lagoa nova por 1.400 com 2/4, 1 banheiro, 54m², Andar Alto",Lagoa Nova,2.0,54,0,1,1400
1365,"Apto em Lagoa Nova com 3/4 sendo 1 suite + escritório, 90m²",Lagoa Nova,3.0,90,0,2,3000
1366,Excelente Apartamento em Candelária,Candelária,2.0,56,0,1,1800
1367,Alugo jardim botânico apartamento,Dix-Sept Rosado,4.0,0,0,0,950
1368,.aluga-se kitnet. ,Alecrim,1.0,0,0,0,380000
1369,Apartamento em areia preta com lazer e 185 metros sendo 3 suítes,Areia Preta,3.0,185,0,3,4500
1370,Residencial Candelária; 4 suítes; 240m²; 4 vagas,Candelária,4.0,240,0,4,4600
1371,Condomínio Porto Arena - Aluguel,Tirol,3.0,98,0,2,2400
1372,Imóvel para locação mobiliado impecável,Ponta Negra,2.0,80,0,2,0
1373,Flat em petropolis no ocean view 2 residence,Petrópolis,1.0,0,0,1,1200
1374,Telas de proteção */ *,Pajuçara,2.0,0,0,0,0
1375,"Kitnet em Neópolis(, próximo ao complexo de delegacias e Serrambi VII",Neópolis,1.0,35,0,1,500
